0.76517782,0.147264567,0.325559004,0.788518257,0.547164712,0.234949803,0.153780121
0.765447062,0.147640555,0.325706072,0.788576921,0.546952722,0.235118064,0.153976153
0.765047301,0.147147346,0.325290945,0.788826179,0.546799916,0.234877031,0.153609541
0.765429466,0.147732272,0.325855181,0.788550296,0.546957905,0.235314715,0.153793581
0.76565679,0.148195128,0.325420391,0.788279519,0.547398966,0.235524579,0.153290395
0.765380085,0.147370471,0.325885885,0.788472275,0.547173181,0.234964201,0.153963652
0.765499325,0.147823445,0.325477096,0.788387429,0.547367136,0.235009562,0.153639139
0.765360899,0.147100724,0.325708537,0.788576818,0.546951757,0.235003114,0.154155486
0.765390697,0.147600685,0.32566931,0.788251361,0.54749136,0.2348585,0.15412491
0.765392635,0.147622599,0.32554002,0.788436936,0.547239599,0.235062799,0.153757923
